6804,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,MA 0008 0014,MI 0008 0014,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
6807,140 C. A Nº 26 - USAM-                      ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6812,048 CERRETTI                                ,F,Turno: 19 a 7                 ,LU 0019 0007,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6813,046 - ESPACIOS   VERDES-                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6814,027 C. A. Nº16 - R.CALZADA.                 ,S,Turno: 12 a 18                ,LU 0012 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6815,042 VIALIDAD                                ,N,Turno: 08 a 14                ,   0000 0013,MA 0008 0014,   0000 0013,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
6817,046 - ESPACIOS   VERDES-                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6818,038 EDIFICIO SALUD                          ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6820,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6821,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6822,033 C. A. Nº 3   BARRIO LINDO               ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6823,043 CEMENTERIO MUNICIPAL                    ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6823,117 CEMENTERIO PLANILLA                     ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6826,043 CEMENTERIO MUNICIPAL                    ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6826,117 CEMENTERIO PLANILLA                     ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6827,036 C. MUNC. N*18 DE DIAG.Y PREV            ,S,Turno: 12 a 18                ,LU 0012 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6828,043 CEMENTERIO MUNICIPAL                    ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6828,117 CEMENTERIO PLANILLA                     ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6829,136 C.A.N 25 2 DE ABRIL                     ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6830,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 7 a 13                 ,LU 0007 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6831,048 CERRETTI                                ,F,"Turno: Sab,Dom y Fer 8 a 20   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0008 0020,DO 0008 0020,FE 0008 0020
6832,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 7 a 13                 ,LU 0006 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6833,108 CTRO.ASIST.JUAN D.PERON N21             ,S,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6834,042 VIALIDAD                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6835,048 CERRETTI                                ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6836,048 CERRETTI                                ,F,"Turno: Sab,Dom y Fer 8 a 20   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0008 0020,DO 0008 0020,FE 0008 0020
6838,048 CERRETTI                                ,F,"Turno: Sab,Dom y Fer 20 a 8   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0020 0008,DO 0020 0008,FE 0020 0008
6839,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 15 a 21                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0014 0022,DO 0014 0022,FE 0014 0022
6840,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 15 a 21                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0014 0022,DO 0014 0022,FE 0014 0022
6841,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6842,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0014 0022,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6843,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,LU 0022 0006,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6845,105 EDIFICIO  TOLL                          ,S,Turno: 7 a 13                 ,LU 0007 0038,MA 0007 0015,MI 0007 0038,JU 0007 0038,VI 0007 0015,   0000 0000,   0000 0000,   0000 0000
6846,128 CTRO. DE OP. Y MONITOREO                ,S,"Turno: Sab,Dom y Fer 7 a 19   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0006 0014,DO 0006 0014,FE 0006 0014
6847,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6848,024 C. A.Nº 4  SAN JOSE                     ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6849,048 CERRETTI                                ,N,Turno: 8 a 20                 ,   0000 0000,MA 0008 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6850,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 15 a 21                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0014 0022,DO 0014 0022,FE 0014 0022
6851,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 15 a 21                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0014 0022,DO 0014 0022,FE 0014 0022
6852,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 15 a 21                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0014 0022,DO 0014 0022,FE 0014 0022
6853,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0014 0020,MA 0014 0020,MI 0014 0020,JU 0014 0020,VI 0014 0020,   0000 0000,   0000 0000,   0000 0000
6854,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 08 a 14                ,LU 0007 0015,MA 0007 0015,MI 0007 0015,JU 0007 0015,VI 0007 0015,   0000 0000,   0000 0000,   0000 0000
6855,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0800 1400,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6856,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 15 a 21                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0014 0022,DO 0014 0022,FE 0014 0022
6857,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 7 a 13                 ,LU 0006 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6858,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,LU 0022 0006,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6859,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,MA 0008 0014,MI 0008 0014,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
6860,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0014 0022,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6861,125 C.A. 23 GLEW SUR                        ,S,Turno: 12 a 18                ,LU 0012 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6863,048 CERRETTI                                ,N,Turno: 10 a 16                ,LU 0010 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6864,046 - ESPACIOS   VERDES-                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6865,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0014 0022,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6868,128 CTRO. DE OP. Y MONITOREO                ,S,"Turno: Sab,Dom y Fer 7 a 19   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0006 0014,DO 0006 0014,FE 0006 0014
6870,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6871,063 C.A Nº24 BROMATOLOGIA                   ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6872,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6873,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 08 a 14                ,LU 0008 1400,MA 0008 1400,MI 0008 1400,JU 0008 1400,VI 0008 1400,   0000 0000,   0000 0000,   0000 0000
6874,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6875,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 10 a 16                ,LU 0010 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6876,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6877,152 EDIFICIO EX-BOMBEROS                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6878,042 VIALIDAD                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6879,043 CEMENTERIO MUNICIPAL                    ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6879,117 CEMENTERIO PLANILLA                     ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6880,145 EREZCANO-CASA DEL NIÑO-                 ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6883,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6884,108 CTRO.ASIST.JUAN D.PERON N21             ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6885,048 CERRETTI                                ,N,Turno: 10 a 16                ,LU 0010 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6886,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 10 a 16                ,LU 0010 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6887,103 C. A. Nº 8  EL ENCUENTRO                ,S,Turno: Rotativo               ,LU 1230 1630,   0000 0000,   0000 0000,   0000 0000,VI 0008 0016,   0000 0000,   0000 0000,   0000 0000
6887,033 C. A. Nº 3   BARRIO LINDO               ,S,Turno: 08 a 14                ,LU 0008 0012,   0000 0000,   0000 0000,JU 0008 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6888,108 CTRO.ASIST.JUAN D.PERON N21             ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6889,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,MA 0008 0014,MI 0008 0014,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
6890,063 C.A Nº24 BROMATOLOGIA                   ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6891,131 CTRO. ATENCION AL VECINO                ,S,Turno: 12 a 18                ,LU 0012 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6892,036 C. MUNC. N*18 DE DIAG.Y PREV            ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6893,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0014 0022,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6894,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0014 0022,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6895,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,MA 0008 0014,MI 0008 0014,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
6896,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0022 0006,DO 0022 0006,FE 0022 0006
6915,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6921,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6958,074 MUSEO Y ARCHIVO HISTORICO (CUCARACHA)   ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6973,048 CERRETTI                                ,F,Turno: 6 a 12                 ,LU 0008 0014,MA 0006 0012,MI 0006 0012,JU 0006 0012,VI 0006 0012,   0000 0000,   0000 0000,   0000 0000
6976,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6977,043 CEMENTERIO MUNICIPAL                    ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6977,117 CEMENTERIO PLANILLA                     ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6995,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6996,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6997,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6998,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6999,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
7000,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
7001,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
7002,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
7005,048 CERRETTI                                ,N,Turno: 14 a 20                ,LU 0014 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
7006,048 CERRETTI                                ,N,Turno: 14 a 20                ,LU 0014 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
7007,048 CERRETTI                                ,N,Turno: 14 a 20                ,LU 0014 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
